id,question,set_id
121874,My baby's birth weight was 2. 2 kg. at 4. 5 months he is 6 kg. is it normal weight?,31
121878,My baby is 21month.. please tell me food recipe for my baby,56
121895,how to gain weight and immunity to my child,13
121945,my milk supply low can i use mama earth lactation tea,7
122079,my daughter is 5 months old and her weight is  4. 5 kg only and she is too thin.. is it normal??,31
122143,my baby's not gain weight,6
122171,Can I feed banana  to my 6months baby?please suggest me what type of food  could I give to her.,5
122204,what food to give 3 months old baby,100
122220,what food should I introduce first for my 6 month baby,5
122267,What should I go to my 8 months baby,151
122272,Hi my son is 6 month old .now  sprouted  grains  malt  can be  given to him . please  advice  to me,2
122281,my son is six month old how can i make home made cereal?,2
122287,what else to feed a baby boy after 5 months.. ?,2
122315,which food i give to my 6 month baby in winters?,2
122318,my baby is 5months old which food items can i give to her,2
122323,Hi my baby is in 6 month can u provide a time table how to give a food to her,2
122379,my girl is months old her weight is 5. 5 kg is that weight normal,31
122442,"Hi,,, my baby's weight is 9. 1kg. She is 11month old,,, her weight is OK or she is underweight",31
122470,Hi my baby is 4 months old which food is good to start stage 1 and how much quantity.,100
122544,My baby is 5.. 5 month old.  His weight is 6. 5 kg. Is he under weight ?,31
122574,my daughter is 8 month old she is very thin... can you please suggest some weight gaining food,6
122581,plz suggest any soup receipy for 10month old baby.,56
122687,how to increase breast milk,7
122741,how to increase breast milk..,7
122758,Hi Mam..  My baby turned 10th month...  Now what food can I give to her in the morning and night?,151
122824,hi my baby is 7 mnths old which type food can i give now,68
122827,my son is 10 month he hold food in mouth not swallow while feeding what to do,10
122830,my daughter is 5 months old mother feed se uska pet ni bharta kya karu,2
122871,"my son is in 8month ,he is very weak. what type of food give him ??",6
122975,what I should add extra diet for my 4 months baby?,5
122986,"hi, I m 39 yrs and have a second baby of 3 months I need to increase my BM plz suggest",7
122987,can I give grapes in pacifier to 3 month baby,100
123016,my baby is 5months old. what type of food should i give.,2
123021,my baby is just 4 months old. mother's milk not enough for him so what food I'll give to him,2
123101,my baby is 5 month complete. what should I have to give my baby,5
123102,should i start giving ragi to my baby after 3 month,100
123109,what semi solid food to start in 6months,5
123111,"hii,dr my baby boy became 8 month wnt to knw his proper diet",93
123119,my baby is 5 months old which food is good for him except breast milk,5
123769,my son is 10 month old he not take solid I am worried about his Wright,17
123792,Hi my baby is 7 months 12 days please tell what food I can give my baby,93
123824,My baby 6th months old Plz give me sujection about food,2
